author_name,paper_id
A Gupta,37256
I Singh,37256
M Widom,37256
Y Zhuge,4581
H GarciaMolina,4581
J Wiener,4581
W Juan,1103977
L Dallan,1103977
Q Adelberg,1103977
J Wiener,4579
H Gupta,4579
W Labio,4579
Y Zhuge,4579
H GarciaMolina,4579
J Widom,4579
J Yang,130367
J Widom,130367
Y Zhuge,64958
H GarciaMolina,64958
E Alpaydn,340076
N Alpaydn,28186
E Alpaydn,1107959
E Alpaydn,1120310
C Kaynak,1120310
J Berry,1138248
N Dean,1138248
J Berry,1138249
N Dean,1138249
M Goldberg,1138249
G Shannon,1138249
S Skiena,1138249
J Berry,1154533
J Berry,1138244
J Berry,807062
R Jain,1138559
J Werth,1138559
D Wolf,180301
D Wolpert,180301
M Ramana,541663
R Corr,1138563
A Ferreira,1138563
D Applegate,243741
R Bixby,243741
V Chvatal,243741
W Cook,243741
A Pekec,1138570
M Rothkopf,1154567
R Harstad,1154567
A Pekec,1133073
R Jain,1154568
J Werth,1154568
J Berry,1138582
N Dean,1138582
P Fasel,1138582
M Goldberg,1138582
E Johnson,1138582
J MacCuish,1138582
G Shannon,1138582
S Skiena,1138582
B DasGupta,1138584
M Furer,1138584
J Schwartz,15338
S Penrice,1154571
S Penrice,1154572
L Cowen,1138599
C Esther,1138599
L Cowen,1138601
W Goddard,1138601
L Cowen,1132173
J Feigenbaum,1132173
S Kannan,1132173
W Fitch,77108
E Margoliash,77108
M Goodman,77108
J Czelusniak,77108
G Moore,77108
A RomeroHerrera,77108
G Matsuda,77108
R Guigo,77108
I Muchnik,77108
T Smith,77108
M Hendy,77108
C Little,77108
D Penny,77108
D Robinson,77108
B Foulds,77108
T Smith,77108
M Waterman,77108
S Penrice,1138612
R Beals,417149
R Beals,1138616
L Babai,417146
R Beals,417146
J Cai,417146
G Ivanyos,417146
E Luks,417146
J Berry,1154574
M Goldberg,1154574
V Bafna,1154575
B Narayanan,1154575
R Ravi,1154575
N Kahale,530133
P Winter,1138645
G Karolyi,1138649
G Tardos,1138649
R Agarwala,573553
V Bafna,573553
M Farach,573553
B Narayanan,573553
M Paterson,573553
A Buja,1138652
N Dean,1138652
M Littman,1138652
D Swayne,1138652
S Tavare,1154532
J Pach,1154577
S Shelah,1138656
S Shelah,1154578
S Shelah,679214
P Erdos,1138665
A Hajnal,1138665
J Pach,1138665
P Mark,1154579
O Belegradek,1154580
A Stolboushkin,1154580
M Taitslin,1154580
O Belegradek,1138669
A Stolboushkin,1138669
M Taitslin,1138669
E Allender,1154581
J Jiao,1154581
M Mahajan,1154581
V Vinay,1154581
M Agrawal,1138671
E Allender,1138671
T Bisztriczky,1138673
G Karolyi,1138673
G Karolyi,818401
G Tardos,818401
G Toth,818401
V Sazonov,1154583
D Sviridenko,1154583
L Gibbons,1138680
D Hearn,1138680
P Pardalos,1138680
M Ramana,1138680
J Komlos,1138685
M Simonovits,1138685
A Trenk,1154585
F Annexstein,1138687
K Berman,1138687
R Swaminathan,1138687
R Brayton,1138690
A Emerson,1138690
J Feigenbaum,1138690
J Feigenbaum,30644
L Fortnow,30644
C Lund,30644
D Spielman,30644
R Karp,30644
R Lipton,30644
M Li,30644
P Vitanyi,30644
M Blaze,1154587
J Feigenbaum,1154587
J Lacy,1154587
L Porkolab,1138694
L Khachiyan,1138694
M Steel,817774
L Szekely,817774
P Erdos,817774
P Mark,818512
S Bloch,1154590
P Koiran,1138711
M Saks,1138717
A Srinivasan,1138717
S Zhou,1138717
P Koiran,1154591
D Therien,817266
T Wilke,817266
V Bafna,1138726
P Berman,1138726
T Fujito,1138726
V Bafna,1138727
S Muthukrishnan,1138727
R Ravi,1138727
A Kelmans,1138730
E Boros,817555
V Gurvich,817555
A Vasin,817555
E Boros,1154592
V Gurvich,1154592
V Gurvich,1138738
E Coffman,1138739
J Nabil,1138739
K Leighton,1138739
L Babai,1138741
A Gal,1138741
A Wigderson,1138741
M Ouyang,1138742
D VanMelkebeek,137708
D VanMelkebeek,1138744
M Ogihara,1138744
E Boros,1138745
V Gurvich,1138745
B Subramanian,1138746
G Barkema,1138746
J Lebowitz,1138746
E Speer,1138746
P Erdos,820661
M Steel,820661
L Szekely,820661
T Warnow,820661
D Grigoriev,735569
M Karpinski,735569
F Meyer,735569
D Smolensky,735569
F Ablayev,1138750
M Karpinski,1138750
N Glebov,1138751
A Kostochka,1138751
S Bellantoni,1154593
D Durand,1138755
M Farach,1138755
M Karpinski,1138756
L Larmore,1138756
W Rytter,1138756
P Valtr,1154594
S Vojtech,1138758
R Thoma,1138758
A Frieze,1138759
M Karonski,1138759
A Mickiewicz,1138759
M Karpinski,734163
A Zelikovsky,734163
T Carpenter,1154595
S Cosares,1154595
I Saniee,1154595
A Lisitsa,818562
V Sazonov,818562
P Valtr,818588
B Derrida,818285
J Lebowitz,818285
E Speer,818285
B Nielaba,1138772
J Lebowitz,1138772
D Malkhi,1154597
M Reiter,1154597
A Wool,1154597
P Valtr,1138773
H Chen,1138774
J Pach,1154598
G Toth,1154598
L Khachiyan,1118225
L Porkolab,1118225
M Reiter,298683
A Rubin,298683
I Muchnik,1138777
V Mottl,1138777
P Erdos,820662
M Steel,820662
L Szekely,820662
T Warnow,820662
B DasGupta,818464
X He,818464
T Jiang,818464
M Li,818464
J Tromp,818464
P Mark,815941
A Lisitsa,1138784
V Sazonov,1138784
P Valtr,1138785
R Vanderbei,1138786
C Mallows,1138788
L Shepp,1138788
R Vanderbei,1138788
Y Vardi,1138788
C Rackoff,1154601
J Kilian,1129773
E Petrank,1129773
G Tardos,1129773
M Raymond,1138792
B Sackler,1138792
B Raymond,1138792
B Sackler,1138792
B Derrida,1138794
J Lebowitz,1138794
E Speer,1138794
P Valtr,1154603
A Beimel,248119
E Kushilevitz,248119
M Farach,18022
V Liberatore,18022
J Spencer,817600
L Thoma,817600
W Fang,1138807
M Muramatsu,1138810
R Vanderbei,1138810
E Lo,819162
G Ostheimer,819162
E Steffen,1154604
E Allender,14109
R Beals,14109
M Ogihara,14109
A Beimel,1154605
M Franklin,1154605
E Allender,1138822
M Mundhenk,1154607
J Goldsmith,1154607
C Lusena,1154607
E Allender,1154607
E Allender,1138067
K Lange,1138067
M Fredman,1154608
P Dreyer,1138829
J Therese,1138829
C Biedl,1138829
G Bacso,1138832
E Boros,1138832
V Gurvich,1138832
F Maffray,1138832
M Preissmann,1138832
G Brinkmann,1154610
E Steffen,1154610
G Brightwell,1154611
P Winkler,1154611
D Durand,1154612
M Farach,1154612
R Ravi,1154612
M Singh,1154612
L Shepp,1154614
V Liberatore,1138855
E Coffman,1138858
P Jr,1138858
L Flatto,1138858
M Hofri,1138858
P Erdos,748061
M Steel,748061
L Szekely,748061
T Warnow,748061
J Pach,1154615
T Thiele,1154615
G Toth,1154615
A Muchnik,1138873
A Romashchenko,1138873
N Vereshagin,1138873
A Shen,1138873
S Foldes,1138875
E Steffen,1154616
X Jia,1154617
S Taiyuan,1154617
N China,1154617
B DasGupta,1138880
O Ekin,1138883
S Foldes,1138883
P Hammer,1138883
L Hellerstein,1138883
A Beimel,1103017
A Gal,1103017
E Boros,1154619
L Landweber,1138887
E Boros,821426
P Hammer,821426
F Ricca,821426
B Simeone,821426
A Wool,1154621
K Jansen,1138914
K Jansen,1139188
M Goldwasser,1049777
J Abrahams,1138920
L Sheng,1154623
C Wang,1154623
P Zhang,1154623
S Thomas,1138922
B Velickovic,1138922
T Feder,1138930
S Shende,1138930
S Abbasi,1138945
E Allender,1154627
M Loui,1154627
K Regan,1154627
E Allender,1154628
M Loui,1154628
K Regan,1154628
E Allender,1138056
M Loui,1138056
K Regan,1138056
G Toth,1138960
B Galitsky,1138971
J Pach,1154631
M Korupolu,20994
C Greg,20994
P Rajaraman,20994
M Krivelevich,1138977
B Sudakov,1138977
M Krivelevich,1154632
B Sudakov,1154632
N Hegyvari,1138980
S Abbasi,1138982
V Liberatore,1138983
B Kalantari,823973
B Kalantari,542307
A Kelmans,1154638
S Muthukrishnan,1123232
R Rajaraman,1123232
B Yu,1138997
B Csaba,1139001
S Lodha,1139001
C Feltz,824186
G Goldin,824186
P Shahrokhi,1139006
W Shi,1139006
O Attie,824258
O Attie,1139012
J Block,1139012
D Wolf,1110628
R Cohen,1127725
J Crawford,1125185
D Goldschlag,1125185
W Bevier,35731
W Bevier,35731
M Kaufmann,7387
D Good,7387
D Craigen,7387
M Saaltink,7387
M Smith,7387
W Bevier,81762
R Boyer,1125180
J Strother,1125180
M Burstall,1125180
J Goguen,1125180
R Boyer,1125180
J Strother,1125180
M Broy,1125180
C Jones,1125180
N Shankar,1125180
D Ph,1125180
D Turner,1125180
M Wilding,501624
J Sasaki,38436
B Brock,23698
W Hunt,23698
J Paul,1125173
G Simon,1125173
L Robinson,1125173
K Levitt,1125173
L Wos,1125173
W McCune,1125173
W Young,1125173
D Goldschlag,7371
M Kaufmann,70748
J Strother,70748
B Levy,35740
G Steele,35740
D Thomas,35740
P Moorby,35740
J VanTassel,35740
D Hemmendinger,35740
D Verkest,35740
L Claesen,35740
H DeMan,35740
M Leeser,35740
G Brown,35740
M Yoeli,35740
W Young,23724
S Johnson,27166
G Steele,27166
W Hunt,27166
W Hunt,27166
W Hunt,27166
B Brock,27166
M Kaufmann,1116955
M Carranza,1125161
J Strother,66436
M Kaufmann,116667
W Bevier,104966
L Smith,104966
M Carranza,466114
W Young,466114
M Smith,1125167
R Akers,1125167
D Mammen,1113037
R Whitehair,90145
C Bruschini,1103107
B Gros,1103107
F Guerne,1103107
P Piece,1103107
O Carmona,1103107
S Kim,228992
A Segre,228992
T Qian,1130672
P Jones,1130672
Y Ye,1130672
P Jones,1130671
T Qian,1130671
P Arabshahi,262108
R Marks,262108
S Oh,262108
T Caudell,262108
J Choi,262108
D Chiarulli,1108321
S Levitan,1108321
D Chiarulli,1108830
S Levitan,1108830
R Melhem,1108830
M Bidnurkar,1108830
R Ditmore,1108830
G Gravenstreter,1108830
Z Guo,1108830
C Qao,1108830
J Teza,1108830
D Chiarulli,1112731
S Levitan,1112731
R Melhem,1112731
J Teza,1112731
G Gravenstreter,1112731
A Krogh,1114949
S Riis,1114949
M With,604073
P Lars,604073
K Hansen,604073
J Larsen,604073
D DeL,1130931
E Specialite,1130931
C Goutte,1130931
D President,1130931
A Rapporteur,1130931
G Rapporteur,1130931
J Examinateur,1130931
P Examinateur,1130931
A Cyril,1130934
G DeSylvie,1130934
P Anne,1130934
E Rapporteur,1130934
G Rapporteur,1130934
J Examinateur,1130934
P Examinateur,1130934
P Dxdy,1130927
J Winograd,120462
J Ludwig,120462
S Hamid,120462
A Nawab,120462
A Chandrakasan,120462
S DuvdevaniBar,161953
S Edelman,161953
A Finkelstein,1109976
C Jacobs,1109976
D Salesin,1109976
T Horie,1152102
H Ishihata,1152102
T Shimizu,1152102
S Kato,1152102
S Inano,1152102
M Ikesaka,1152102
T Horie,1110160
K Hayashi,1110160
T Shimizu,1110160
H Ishihata,1110160
Z Shao,1135790
V Trifonov,1135790
A Appel,8587
Z Shao,8587
Z Shao,101734
A Appel,101734
Z Shao,1154328
Z Shao,1154327
Z Shao,357732
J Reppy,357732
A Appel,357732
Z Shao,1135786
Z Shao,4399
A Appel,4399
Z Shao,1135788
Z Shao,863989
Z Shao,25081
A Copestake,55235
D Flickinger,55235
I Sag,55235
Z Shao,44677
J Schmidhuber,131317
S Bell,1130439
M Golfarelli,1114956
D Maio,1114956
S Rizzi,1114956
B Middleton,50339
M Wolverton,1112681
B HayesRoth,1112681
A Levy,1128322
R Fikes,1128322
Y Sagiv,1128322
M Wolverton,3932
B HayesRoth,3932
A Farquhar,70379
R Fikes,70379
J Rice,70379
M Bellare,17109
S Goldwasser,17109
N Lynch,644
F Vaandrager,644
R Gennaro,80354
S Micali,80354
S Ghemawat,1110756
R Gruber,1110756
O James,1110756
T Shrira,1110756
C Heitmeyer,627
N Lynch,627
B Berger,113508
P Shor,113508
R Barua,11865
D Kranz,11865
A Agarwal,11865
B Berger,1107665
P Shor,1107665
S Micali,1119090
S Micali,1114614
T Turletti,1107438
K Mackenzie,71549
J Kubiatowicz,71549
M Frank,71549
W Lee,71549
V Lee,71549
A Agarwal,71549
M Frans,71549
D Micciancio,242090
S Micali,1107523
L Reyzin,1107523
S Ghemawat,1109502
O Prologue,1125758
T Shepard,1581
T Jim,140845
A Meyer,140845
R Stata,226621
T Hazen,75382
V Zue,75382
D Hwang,19528
D Maltz,80903
M Christos,576382
C Papaefthymiou,576382
M Andrew,1123265
S Mark,1123265
A Smith,1123265
L Jategaonkar,1114034
A Meyer,1114034
C Lefelhocz,1120665
S Madan,611
A Nancy,611
A Lynch,611
R Segala,611
M Ernst,118767
A Benczur,1113344
J Kleinberg,111187
S Gupta,1109065
M Stuart,18212
D Liskov,18212
U Legedza,112094
D Alan,464444
S Sipser,464444
S Ponzio,168557
B Lim,37818
A Agarwal,37818
T Shepard,319471
K Johnson,5562
R Blumofe,142673
R Gawlick,406914
N Lynch,406914
D Clark,406914
E Osuna,1123379
F Girosi,1123379
M Bellare,168062
R Rivest,168062
M Condell,1122649
K Sollins,1122649
J Bank,1123484
M Singh,1107567
R Rivest,1107567
B Berger,1107567
R Stata,1152437
Y Gertner,1115733
T Malkin,1115733
R Zhao,170597
M Levine,1117700
D Karger,1117700
A Smith,1117700
R Anton,98287
L William,98287
J Dally,98287
D Arthur,98287
C Smith,98287
D Murphy,225382
J Guttag,225382
D Tennenhouse,225382
A Smith,225382
C Metcalf,1110050
S Ward,1110050
A Smith,1110050
C Chew,1123023
M Oren,1114130
C Papageorgiou,1114130
P Sinha,1114130
E Osuna,1114130
T Poggio,1114130
W Dally,90329
L Dennison,90329
D Harris,90329
K Kan,90329
T Xanthopoulos,90329
M Fillo,8462
S Keckler,8462
W Dally,8462
N Carter,8462
A Chang,8462
Y Gurevich,8462
W Lee,8462
M Meila,510715
M Jordan,510715
B Scassellati,67083
L Stein,67083
B Eberman,57380
J Kenneth,57380
J Salisbury,57380
C Maley,1117049
R Brooks,1117049
M Donoghue,1117049
C Maley,335733
C Maley,643199
C Maley,307039
C Maley,1129474
G Stein,1114891
A Shashua,1114891
G Stein,1115779
A Shashua,1115779
J Mallery,48331
R Hurwitz,48331
G Duffy,48331
S Shapiro,48331
J Mallery,142299
J Bryson,1121196
P Kime,1121196
J Bryson,1121196
J Wissel,265716
J Mentor,265716
A Supervisor,265716
G Schechtman,265716
M Coen,135649
N Carter,1108631
T Knight,1108631
D Prener,1108631
A Smith,1108631
O Maron,1118658
T LozanoP,1118658
O Maron,1105077
T LozanoPerez,1105077
C Green,1105077
A Smith,1105077
O Maron,57949
A Ratan,57949
O Maron,1104261
K Sung,5871
T Poggio,5871
Y Leclerc,754118
M Fischler,754118
Y Leclerc,260
T Uribe,177539
M Stickel,177539
D DerIntensivmedizin,1128236
G Fischer,1128236
L Stuttgart,1128236
F Morriss,1128236
P Nutrition,1128236
P Berka,567885
J Furnkranz,1111622
P Berka,1127852
C Holzbaur,1130391
J Furnkranz,49844
J Furnkranz,8820
J Furnkranz,8821
J Petrak,8821
R Trappl,8821
J Bercovitch,8821
R Trappl,1102761
J Furnkranz,1102761
J Petrak,1102761
C Holzbaur,1130392
F Menezes,1130392
P Barahona,1130392
A Flexer,948846
F Winkler,1102509
J Furnkranz,1102509
S Newell,1102509
H Editor,1104851
P Chan,1104851
B Pfahringer,1115471
S Kramer,1115471
B Pfahringer,1123748
M Uschold,177498
M King,177498
A Wu,116553
R Lindsay,116553
A Schultz,575795
M Prez,302887
M PrezQuiones,1116241
J Sibert,1116241
K DeJong,1116241
A Schultz,1116241
D Fensel,288035
M Wiese,288035
F Verdenius,60462
R Engels,60462
R Engels,1118700
C Theusinger,1118700
R Engels,1114983
R Perkuhn,1114983
R Wirth,1115088
C Shearer,1115088
U Grimmer,1115088
T Reinartz,1115088
J Schlosser,1115088
C Breitner,1115088
R Engels,1115088
G Lindner,1115088
J Silva,100688
O Gudmundsson,100688
T Schnier,1128151
J Gero,1128151
T Schnier,1128150
A John,1128150
S Gero,1128150
W Leland,9220
M Taqqu,9220
W Willinger,9220
D Wilson,9220
S Lander,1129413
M Newton,1109804
F Quintana,1109804
Y Zhang,1109804
I Joyner,697579
G Gutin,1128559
B Sudakov,1128559
A Yeo,1128559
N Alon,1128560
G Gutin,1128560
P Erdos,1128560
J BangJensen,585063
G Gutin,585063
J BangJensen,1128563
G Gutin,1128563
A Yeo,1128563
J BangJensen,585123
Y Guo,585123
G Gutin,585123
L Volkmann,585123
G Gutin,1128564
P Catlin,1128564
J BangJensen,585124
G Gutin,585124
J BangJensen,585193
G Gutin,585193
G Gutin,1128575
A Yeo,1128575
G Gutin,585139
J BangJensen,585075
G Gutin,585075
H Li,585075
G Gutin,585167
B Sackler,585167
G Gutin,1128571
A Yeo,1128571
P Shenoy,1109789
R Guo,1123971
P Shenoy,1123971
C Salisbury,482464
R Melhem,482464
C Qiao,482464
C Brislawn,1154035
L Sarmenta,1112741
G Pratt,1112741
S Ward,1112741
S Ward,59444
K Abdalla,59444
R Dujari,59444
M Fetterman,59444
F Honore,59444
R Jenez,59444
P Laffont,59444
K Mackenzie,59444
C Metcalf,59444
M Minsky,59444
J Nguyen,59444
J Pezaris,59444
G Pratt,59444
R Tessier,59444
J Nguyen,167508
J Pezaris,167508
G Pratt,167508
S Ward,167508
D Chaiken,3540
J Kubiatowicz,3540
A Agarwal,3540
D Nussbaum,1124280
A Agarwal,1124280
A Agarwal,4473
B Lim,4473
D Kranz,4473
J Kubiatowicz,4473
K Kurihara,95140
D Chaiken,95140
A Agarwal,95140
D Kranz,138669
B Lim,138669
D Yeung,138669
A Agarwal,138669
J Kubiatowicz,120887
D Chaiken,120887
A Agarwal,120887
R Barua,363413
W Lee,363413
S Amarasinghe,363413
A Agarwal,363413
J Babb,167460
M Frank,167460
A Agarwal,167460
A Agarwal,1105520
S Amarasinghe,1105520
R Barua,1105520
M Frank,1105520
W Lee,1105520
V Sarkar,1105520
D Srikrishna,1105520
M Taylor,1105520
T Joseph,317830
B Agarwal,317830
R Tessier,14374
J Babb,14374
M Dahl,14374
S Hanono,14374
A Agarwal,14374
R Want,529690
A Hopper,529690
E Stroulia,35490
M Shankar,35490
A Goel,35490
L Penberthy,35490
E Stroulia,170798
A Goel,170798
A Ram,1128408
L Wills,1128408
E Domeshek,1128408
N Nersessian,1128408
M Cox,28265
A Ram,28265
A Ram,247474
M Cox,247474
S Narayanan,247474
K Moorman,1102512
A Ram,1102512
A Ram,1153859
J Carlos,1107367
S Ram,1107367
K Moorman,310530
A Ram,310530
M Devaney,63477
A Ram,63477
A Ram,3828
K Moorman,207395
A Ram,207395
M Cox,1113783
S eC,1113783
J Santamara,1120251
R Arkin,1120251
W Bacon,1127128
D Goldstein,1127137
A Esterline,1127137
D Leake,1953
J Rosenblatt,550718
A Vera,550718
M Cox,198866
M Freed,198866
M Ahamad,1120500
R Bazzi,1120500
R John,1120500
P Kohli,1120500
G Neiger,1120500
B Mukherjee,85164
K Schwan,85164
M Davis,1116368
J Ramachandran,1116368
S Gukal,439880
E Omiecinski,439880
U Ramachandran,439880
H Astudillo,1109422
R John,1109422
J Shilling,1109422
K Mahesh,22393
K Ghosh,39310
B Mukherjee,39310
K Schwan,39310
A Amir,336158
D Keselman,336158
A Amir,463607
G Benson,463607
M Farach,463607
B Mukherjee,1120383
K Schwan,1120383
A Amir,1119389
M Farach,1119389
S Muthukrishnan,1119389
E Stroulia,1105893
A Goel,1105893
K Calvert,1122091
A Sivasubramaniam,171913
A Singla,171913
U Ramachandran,171913
H Venkateswaran,171913
C Lee,169352
M Ammar,169352
J Burns,169352
C Lee,1110130
M Ammar,1110130
J Burns,1110130
K Torp,14483
L Mark,14483
C Jensen,14483
S Gukal,1122614
E Omiecinski,1122614
U Ramachandran,1122614
W Gu,4092
G Eisenhauer,4092
E Kraemer,4092
K Schwan,4092
J Stasko,4092
J Vetter,4092
A Mukherjee,1105333
R Sengupta,1123540
H Venkateswaran,1123540
M Thomas,125997
E Zegura,125997
S Arnold,125997
L Mark,125997
S Navathe,125997
C Carothers,345668
Y Lin,345668
R Fujimoto,345668
T Kindler,4101
K Schwan,4101
D Silva,4101
M Trauner,4101
F Alyea,4101
D Sala,13501
A Mukherjee,13501
J Limb,13501
R Kordale,90044
M Ahamad,90044
K Almeroth,1123561
A Dan,1123561
D Sitaram,1123561
W Tetzlaff,1123561
A Adas,1102929
A Mukherjee,1102929
B Krupczak,191907
K Calvert,191907
M Ammar,191907
E Angerer,1113565
C Karsten,1113565
S Yalamanchili,1113565
K Perumalla,1106197
M Savelsbergh,1106197
U Ramachandran,1106197
S Khaunte,1102992
J Limb,1102992
B Appelbe,1104050
R Das,1104050
R Harmon,1104050
B Appelbe,1118959
R Das,1118959
R Harmon,1118959
A Goel,1116397
J Stasko,607482
C Turner,607482
J Muthukumarasamy,41828
J Stasko,41828
W Appelbe,1118667
J Stasko,1118667
E Kraemer,1118667
D DeBaar,204897
J Foley,204897
K Mullet,204897
J Stasko,123776
C Patterson,123776
A Badre,357102
M Beranek,357102
J Morgan,357102
M Stasko,357102
E Mynatt,20325
W Keith,20325
J Shilling,276211
J Stasko,276211
J Stasko,123778
D Lawton,111277
W Gardner,111277
K Bharat,393660
P Sukaviriya,393660
S Kovacevic,1113982
M Guzdial,1123069
C Walton,1123069
M Konemann,1123069
E Soloway,1123069
A Lawrence,1657
A Badre,1657
J Stasko,1657
M Frank,1119195
J Foley,1119195
M Frank,1116110
J Foley,1116110
F James,149614
J Hodgins,149614
G Abowd,1003853
A Dix,1003853
J Pitkow,13495
M Recker,13495
J Stasko,115472
B Watson,1123226
L Hodges,1123226
H Kessler,1120700
G Drew,1120700
L Hodges,1120700
N Walker,1120700
S Mukherjea,120636
J Foley,120636
S Hudson,120636
S Mukherjea,182082
J Foley,182082
Y Jean,129465
T Kindler,129465
W Ribarsky,129465
W Gu,129465
G Eisenhauer,129465
K Schwan,129465
F Alyea,129465
J Hodgins,133655
W Wooten,133655
D Brogan,133655
F James,133655
I Hsi,133655
C Potts,133655
D Lawton,1107571
W Gardner,1107571
G Abowd,1121376
J Pitkow,1121376
R Kazman,1121376
P Pirolli,1121376
J Pitkow,1121376
R Rao,1121376
K Stirewalt,1108416
S Rugaber,1108416
G Abowd,1108416
D Jerding,41814
J Stasko,41814
T Ball,41814
J Stasko,1113424
C Kehoe,448304
J Stasko,448304
E Schlungbaum,448304
F James,1123434
B Victor,1123434
B Zordan,1123434
J Hodgins,1123434
J Hodgins,1117872
N Pollard,1117872
D Salber,1106649
A Dey,1106649
G Abowd,1106649
D Bowman,1106649
J Wineman,1106649
L Hodges,1106649
Q Alex,1121875
J Zhao,1121875
R Arkin,1117624
D Christopher,100608
M Douglas,100608
C MacKenzie,100608
R Arkin,242708
F CervantesPerez,242708
A Weitzenfeld,242708
R Arkin,1128057
R Arkin,1110014
R Arkin,1110014
D Bentivegna,1105467
K Ali,1105467
R Arkin,1105467
T Balch,1105467
R Arkin,1128058
D Cardoze,1112060
R Arkin,1112060
B Appelbe,124180
R Harmon,124180
M Vitale,124180
S Doddapaneni,124180
P May,124180
S Wills,124180
J Rieman,124180
M Byrne,124180
P Polson,124180
M Byrne,1110465
M Byrne,1110465
C Atkeson,28412
A Moore,28412
S Schaal,28412
K Panesar,777928
R Fujimoto,777928
R Fujimoto,23160
K Panesar,23160
M Hybinette,23160
R Hubscher,296751
R Hubscher,296751
F Glover,296751
N Hari,219377
N Hubscher,219377
N Kahale,1103946
L Schulman,1103946
L Schulman,255987
S Rajagopalan,1112293
L Schulman,1112293
S Schaal,4858
C Atkeson,4858
S Atkeson,120013
D Touretzky,120013
M Mozer,120013
M Hasselmo,120013
A Stefan,120013
S Christopher,120013
C Atkeson,120013
D MacKenzie,65991
K Ali,65991
T Balch,65991
J Cameron,65991
Z Chen,65991
J Vetter,85170
K Schwan,85170
J Fridman,1130803
E Manolakos,1130803
M Kelly,1129834
M Levine,1129834
J Elder,1129832
S Zucker,1129832
K Wu,183983
M Levine,183983
S Shah,610529
M Levine,610529
S Shah,1153946
M Levine,1153946
M Kelly,610930
M Levine,610930
M Langer,995949
P Breton,995949
S Zucker,995949
M Husty,114762
T Arbel,610064
P Whaite,610064
F Ferrie,610064
P Canet,609863
K Wu,1129781
M Levine,1129781
K Wu,1129767
M Levine,1129767
J Manuel,1129761
V CruzHern,1129761
K Zanganeh,1129745
S Kulkarni,257912
A Arora,257912
S Kulkarni,1105141
A Arora,1105141
A Arora,7008
M Gouda,7008
G Varghese,7008
M Mohamed,188954
A Paul,1109093
C Allen,1109093
A Mohamed,248806
P Linsay,163235
D Wang,163235
L BorgGraham,1132877
E Ulinski,1132877
E Jones,1132877
A Peters,1132877
B Weide,1110617
W Heym,1110617
J Hollingsworth,1110617
B Weide,5448
S Edwards,5448
W Heym,5448
T Long,5448
W Ogden,5448
S Edwards,140155
W Weide,1102597
W Ogden,1102597
P Fishwick,829777
B Zeigler,829777
S Edwards,1124363
S Prakash,61036
Y Lee,61036
T Johnson,61036
P Fishwick,832004
D Mehta,834206
S Sahni,834206
D Paik,830642
S Sahni,830642
D Paik,833500
S Sahni,833500
D Paik,833501
S Sahni,833501
D Paik,1139448
S Reddy,1139448
S Sahni,1139448
J Jenq,459272
S Sahni,459272
M Nigam,40517
S Sahni,40517
P David,1139389
S Cyrano,1139389
S Su,259982
S Fang,259982
H Lam,259982
E Hanson,13820
T Johnson,13820
S Hadfield,175442
T Davis,175442
R Varadarajan,612508
P RiveraVega,612508
S Lai,1139489
B Vemuri,1139489
D Vemuri,1139489
P Fishwick,541480
K Ahn,833167
S Sahni,833167
J Muthuraj,833194
S Chakravarthy,833194
R Varadarajan,833194
S Navathe,833194
T Johnson,1139404
H Stone,1139404
T Johnson,832303
T Johnson,1139406
D Paik,1139414
S Sahni,1139414
P Livadas,289902
T Johnson,289902
P Fishwick,834855
N Hari,834855
N Jon,834855
S Bonarini,834855
T Johnson,1139420
K Harathi,1139420
S Chakravarthy,829226
S Chakravarthy,137492
J Muthuraj,137492
R Varadarajan,137492
S Navathe,137492
E Hanson,34284
P Fishwick,830012
E Hanson,627864
T Johnson,1139351
T Johnson,1139352
P Livadas,1139352
S Talele,1139352
B Vemuri,778239
S Lai,778239
T Davis,140655
T Davis,140655
T Johnson,1139364
E Hanson,1139367
R Dastur,1139367
V Ramaswamy,1139367
S Lai,778261
B Vemuri,778261
T Johnson,1139378
B Rafanello,1139305
T Johnson,1139305
S Zitney,175480
J Mallya,175480
T Davis,175480
M Stadtherr,175480
R Varadarajan,1139308
I Hwang,1139308
T Davis,459581
V Thanvantri,1139314
S Sahni,1139314
A Lim,1139315
S Sahni,1139315
V Thanvantri,1139315
S Cho,1139316
S Sahni,1139316
P Fishwick,1139318
E Hanson,442053
T Johnson,442053
B Steven,829977
M Hadfield,829977
J Cordova,1139326
Y Lee,1139326
S Lai,1139328
B Vemuri,1139328
S Hadfield,612656
A Timothy,612656
A Davis,612656
E Hanson,375028
I Chen,375028
R Dastur,375028
K Engel,375028
V Ramaswamy,375028
C Xu,375028
S Greenwald,831313
R NewmanWolfe,831313
T Rashid,1139339
T Davis,1139339
K Lim,1139340
Y Lee,1139340
T Davis,144428
P Amestoy,144428
A Iain,144428
S Duff,144428
T Johnson,1139277
J Kasaraneni,136468
T Johnson,136468
P Avery,136468
Y Lin,162205
P Fishwick,162205
P Fishwick,834848
Y Campbell,830080
A Timothy,830080
A Davis,830080
Y Campbell,1139296
A Timothy,1139296
A Davis,1139296
B Yogin,830061
E Campbell,830061
E Hanson,1139299
S Bodagala,1139299
M Hasan,1139299
G Kulkarni,1139299
J Rangarajan,1139299
S Su,1139301
H Lam,1139301
T Yu,1139301
J ArroyoFigueroa,1139301
